BioSample	BioProject	Mapping_rate
SAMN09715944	PRJNA482870	94.3665
SAMN09715878	PRJNA482870	95.5611
SAMN09715879	PRJNA482870	92.4242
SAMN09715941	PRJNA482870	93.4414
SAMN09715942	PRJNA482870	92.7629
SAMN09715943	PRJNA482870	93.0587
SAMN09715945	PRJNA482870	93.4505
SAMN09715946	PRJNA482870	92.8777
SAMN09715948	PRJNA482870	93.2143
SAMN09715949	PRJNA482870	91.362
SAMN09715950	PRJNA482870	92.9612
SAMN09715953	PRJNA482870	92.8522
SAMN09715954	PRJNA482870	93.3168
SAMN09715956	PRJNA482870	93.0854
SAMN09715957	PRJNA482870	90.6201
SAMN09715958	PRJNA482870	77.6432
SAMN09715959	PRJNA482870	91.5405
SAMN09715960	PRJNA482870	94.1504
SAMN09715910	PRJNA482870	95.3201
SAMN09715911	PRJNA482870	94.412
SAMN09715912	PRJNA482870	94.1285
SAMN09715913	PRJNA482870	93.088
SAMN09715894	PRJNA482870	93.3072
SAMN09715895	PRJNA482870	92.0855
SAMN09715914	PRJNA482870	92.1263
SAMN09715916	PRJNA482870	93.0161
SAMN09715893	PRJNA482870	93.6563
SAMN09715897	PRJNA482870	93.0117
SAMN09715898	PRJNA482870	93.4023
SAMN09715899	PRJNA482870	92.6547
SAMN09715900	PRJNA482870	92.9566
SAMN09715901	PRJNA482870	93.4523
SAMN09715902	PRJNA482870	90.9943
SAMN09715905	PRJNA482870	85.1585
SAMN09715906	PRJNA482870	91.2257
SAMN09715907	PRJNA482870	89.5094
SAMN09715908	PRJNA482870	93.9392
SAMN09715836	PRJNA482870	94.4047
SAMN09715837	PRJNA482870	93.0759
SAMN09715838	PRJNA482870	92.6916
SAMN09715839	PRJNA482870	91.9455
SAMN09715840	PRJNA482870	92.7053
SAMN09715842	PRJNA482870	80.0437
SAMN09715843	PRJNA482870	93.2439
SAMN09715844	PRJNA482870	92.8965
SAMN09715845	PRJNA482870	94.2285
SAMN09715918	PRJNA482870	93.7261
SAMN09715919	PRJNA482870	92.8586
SAMN09715920	PRJNA482870	92.1774
SAMN09715846	PRJNA482870	93.2097
SAMN09715847	PRJNA482870	93.1146
SAMN09715848	PRJNA482870	92.8924
SAMN09715849	PRJNA482870	92.1987
SAMN09715922	PRJNA482870	93.1089
SAMN09715923	PRJNA482870	94.8761
SAMN09715924	PRJNA482870	95.2636
SAMN09715926	PRJNA482870	92.7829
SAMN09715927	PRJNA482870	93.1295
SAMN09715928	PRJNA482870	93.4962
SAMN09715929	PRJNA482870	93.824700000000007
SAMN09715930	PRJNA482870	93.9197
SAMN09715932	PRJNA482870	91.9513
SAMN09715934	PRJNA482870	93.1473
SAMN09715935	PRJNA482870	93.6791
SAMN09715881	PRJNA482870	92.8087
SAMN09715882	PRJNA482870	92.708
SAMN09715883	PRJNA482870	93.346
SAMN09715884	PRJNA482870	92.9288
SAMN09715885	PRJNA482870	92.8868
SAMN09715886	PRJNA482870	92.1199
SAMN09715887	PRJNA482870	91.8924
SAMN09715888	PRJNA482870	85.2334
SAMN09715891	PRJNA482870	93.1483
SAMN09715892	PRJNA482870	93.7245
SAMN09715971	PRJNA482870	92.6929
SAMN09715972	PRJNA482870	94.2314
SAMN09715973	PRJNA482870	91.5255
SAMN09715974	PRJNA482870	92.7243
SAMN09715975	PRJNA482870	93.6366
SAMN09715976	PRJNA482870	92.9834
SAMN09715977	PRJNA482870	93.8063
SAMN09715978	PRJNA482870	92.4015
SAMN09715979	PRJNA482870	93.6975
SAMN09715980	PRJNA482870	92.695
SAMN09715981	PRJNA482870	92.3654
SAMN09715983	PRJNA482870	91.3198
SAMN09715984	PRJNA482870	92.7643
SAMN09715985	PRJNA482870	92.3856
SAMN09715986	PRJNA482870	92.239
SAMN09715987	PRJNA482870	93.855
SAMN09715988	PRJNA482870	93.6035
SAMN09715989	PRJNA482870	94.2209
SAMN09715990	PRJNA482870	90.3171
SAMN09715992	PRJNA482870	92.563
SAMN09716004	PRJNA482870	92.3225
SAMN09716005	PRJNA482870	93.2032
SAMN09716006	PRJNA482870	93.1683
SAMN09715937	PRJNA482870	94.8369
SAMN09715938	PRJNA482870	94.3993
SAMN09715939	PRJNA482870	88.4612
SAMN09716003	PRJNA482870	93.2575
SAMN09716007	PRJNA482870	94.0496
SAMN09716008	PRJNA482870	93.0215
SAMN09716009	PRJNA482870	93.886
SAMN09716010	PRJNA482870	92.1163
SAMN09716012	PRJNA482870	92.2524
SAMN09716013	PRJNA482870	92.0579
SAMN09716014	PRJNA482870	92.6982
SAMN09716015	PRJNA482870	90.6876
SAMN09716016	PRJNA482870	92.1615
SAMN09716018	PRJNA482870	93.6653
SAMN09716019	PRJNA482870	92.2581
SAMN09716020	PRJNA482870	92.9096
SAMN09716021	PRJNA482870	92.799
SAMN09716022	PRJNA482870	92.4807
SAMN09716024	PRJNA482870	87.7039
SAMN09716025	PRJNA482870	90.815
SAMN09715961	PRJNA482870	92.788
SAMN09715962	PRJNA482870	93.0357
SAMN09715963	PRJNA482870	91.1094
SAMN09715964	PRJNA482870	93.2305
SAMN09715965	PRJNA482870	92.8957
SAMN09715966	PRJNA482870	92.8759
SAMN09716142	PRJNA482870	92.6446
SAMN09716143	PRJNA482870	92.6291
SAMN09716144	PRJNA482870	83.9775
SAMN09716145	PRJNA482870	93.7922
SAMN09716146	PRJNA482870	88.9769
SAMN09716147	PRJNA482870	90.9926
SAMN09716148	PRJNA482870	89.7163
SAMN09716149	PRJNA482870	94.3156
SAMN09716150	PRJNA482870	94.276
SAMN09716151	PRJNA482870	93.5151
SAMN09716152	PRJNA482870	93.9109
SAMN09716153	PRJNA482870	91.1283
SAMN09716154	PRJNA482870	92.6099
SAMN09716155	PRJNA482870	91.9973
SAMN09716156	PRJNA482870	92.9852
SAMN09716157	PRJNA482870	91.3351
SAMN09716158	PRJNA482870	93.6448
SAMN09716160	PRJNA482870	94.4765
SAMN09716161	PRJNA482870	92.9712
SAMN09716162	PRJNA482870	92.8351
SAMN09716163	PRJNA482870	92.8034
SAMN09716164	PRJNA482870	94.5045
SAMN09716166	PRJNA482870	93.5413
SAMN09716167	PRJNA482870	92.8601
SAMN09716168	PRJNA482870	92.8969
SAMN09716169	PRJNA482870	93.0651
SAMN09716170	PRJNA482870	93.2914
SAMN09716171	PRJNA482870	94.1689
SAMN09716027	PRJNA482870	93.8988
SAMN09716028	PRJNA482870	92.0911
SAMN09716029	PRJNA482870	92.3375
SAMN09716031	PRJNA482870	91.4746
SAMN09716032	PRJNA482870	93.8703
SAMN09716033	PRJNA482870	90.071
SAMN09716034	PRJNA482870	92.819
SAMN09716035	PRJNA482870	93.2065
SAMN09716036	PRJNA482870	93.3746
SAMN09716037	PRJNA482870	93.2801
SAMN09716040	PRJNA482870	89.4427
SAMN09716041	PRJNA482870	92.7525
SAMN09716043	PRJNA482870	92.7931
SAMN09716045	PRJNA482870	93.741
SAMN09716046	PRJNA482870	93.1493
SAMN09715994	PRJNA482870	93.0642
SAMN09715995	PRJNA482870	92.1791
SAMN09715996	PRJNA482870	94.8246
SAMN09715997	PRJNA482870	93.4616
SAMN09715998	PRJNA482870	93.1631
SAMN09716000	PRJNA482870	93.5887
SAMN09716001	PRJNA482870	92.6218
SAMN09716002	PRJNA482870	93.752
SAMN09716104	PRJNA482870	92.8402
SAMN09716105	PRJNA482870	93.8109
SAMN09716047	PRJNA482870	93.0356
SAMN09716048	PRJNA482870	93.0731
SAMN09716050	PRJNA482870	91.3084
SAMN09716051	PRJNA482870	93.0482
SAMN09716052	PRJNA482870	93.597
SAMN09716053	PRJNA482870	92.542
SAMN09716054	PRJNA482870	93.0885
SAMN09716055	PRJNA482870	91.6507
SAMN09716056	PRJNA482870	92.5171
SAMN09716058	PRJNA482870	94.5337
SAMN09716060	PRJNA482870	88.9567
SAMN09716061	PRJNA482870	93.7318
SAMN09716062	PRJNA482870	81.3711
SAMN09716063	PRJNA482870	93.8483
SAMN09716064	PRJNA482870	93.5142
SAMN09716065	PRJNA482870	93.0054
SAMN09716066	PRJNA482870	92.4429
SAMN09716067	PRJNA482870	93.541
SAMN09716068	PRJNA482870	92.1624
SAMN09716069	PRJNA482870	92.8875
SAMN09716072	PRJNA482870	93.5325
SAMN09716073	PRJNA482870	92.4297
SAMN09716074	PRJNA482870	92.7931
SAMN09716136	PRJNA482870	94.0873
SAMN09716070	PRJNA482870	93.2277
SAMN09716075	PRJNA482870	94.3827
SAMN09716076	PRJNA482870	92.6532
SAMN09716078	PRJNA482870	91.3784
SAMN09716079	PRJNA482870	92.0943
SAMN09716081	PRJNA482870	90.4158
SAMN09716082	PRJNA482870	89.1917
SAMN09716083	PRJNA482870	93.9347
SAMN09716084	PRJNA482870	88.2439
SAMN09716085	PRJNA482870	95.1399
SAMN09716086	PRJNA482870	94.2902
SAMN09716087	PRJNA482870	95.7521
SAMN09716088	PRJNA482870	94.3748
SAMN09716089	PRJNA482870	93.4398
SAMN09716090	PRJNA482870	93.6728
SAMN09716091	PRJNA482870	93.0322
SAMN09716092	PRJNA482870	95.3722
SAMN09716093	PRJNA482870	94.6448
SAMN09716094	PRJNA482870	93.7239
SAMN09716095	PRJNA482870	94.5765
SAMN09716096	PRJNA482870	94.9107
SAMN09716097	PRJNA482870	87.4236
SAMN09716099	PRJNA482870	93.4013
SAMN09716100	PRJNA482870	93.4047
SAMN09716101	PRJNA482870	92.0419
SAMN09716102	PRJNA482870	93.1916
SAMN09716103	PRJNA482870	92.3504
SAMN09716106	PRJNA482870	93.753
SAMN09716107	PRJNA482870	93.638
SAMN09716108	PRJNA482870	94.0688
SAMN09716109	PRJNA482870	92.8201
SAMN09716112	PRJNA482870	93.5799
SAMN09716113	PRJNA482870	92.6172
SAMN09716114	PRJNA482870	92.8959
SAMN09716115	PRJNA482870	92.919
SAMN09716116	PRJNA482870	93.6986
SAMN09716117	PRJNA482870	94.0245
SAMN09716118	PRJNA482870	92.9429
SAMN09716119	PRJNA482870	93.7706
SAMN09716120	PRJNA482870	93.2355
SAMN09716121	PRJNA482870	92.5756
SAMN09716122	PRJNA482870	93.5519
SAMN09716123	PRJNA482870	94.3284
SAMN09716126	PRJNA482870	92.9331
SAMN09716128	PRJNA482870	93.3389
SAMN09716129	PRJNA482870	85.955
SAMN09716130	PRJNA482870	90.0129
SAMN09716131	PRJNA482870	91.7316
SAMN09716132	PRJNA482870	94.1627
SAMN09716133	PRJNA482870	92.4464
SAMN09716134	PRJNA482870	93.6528
SAMN09716135	PRJNA482870	92.6308
SAMN09716187	PRJNA482870	91.9724
SAMN09716190	PRJNA482870	93.4217
SAMN09716191	PRJNA482870	93.791
SAMN09716192	PRJNA482870	93.2699
SAMN09716193	PRJNA482870	92.404
SAMN09716194	PRJNA482870	93.2909
SAMN09716196	PRJNA482870	93.9086
SAMN09716197	PRJNA482870	91.917
SAMN09716198	PRJNA482870	93.2525
SAMN09716199	PRJNA482870	92.6316
SAMN09716200	PRJNA482870	92.7722
SAMN09716202	PRJNA482870	91.3267
SAMN09716203	PRJNA482870	90.11
SAMN09716204	PRJNA482870	91.92
SAMN09716206	PRJNA482870	93.6768
SAMN09716207	PRJNA482870	94.141
SAMN09716210	PRJNA482870	93.5427
SAMN09716211	PRJNA482870	91.2907
SAMN09716137	PRJNA482870	93.4272
SAMN09716138	PRJNA482870	93.241
SAMN09716231	PRJNA482870	93.5086
SAMN09716139	PRJNA482870	93.4039
SAMN09716140	PRJNA482870	93.2932
SAMN09716141	PRJNA482870	93.0651
SAMN09716229	PRJNA482870	92.9352
SAMN09716232	PRJNA482870	93.1041
SAMN09716233	PRJNA482870	93.0782
SAMN09716234	PRJNA482870	93.3439
SAMN09716235	PRJNA482870	92.7438
SAMN09716236	PRJNA482870	93.0523
SAMN09716237	PRJNA482870	91.5447
SAMN09716238	PRJNA482870	94.9218
SAMN09716239	PRJNA482870	93.6002
SAMN09716240	PRJNA482870	92.0605
SAMN09716241	PRJNA482870	92.6628
SAMN09716172	PRJNA482870	94.7347
SAMN09716173	PRJNA482870	95.4655
SAMN09716174	PRJNA482870	93.276
SAMN09716175	PRJNA482870	92.674
SAMN09716177	PRJNA482870	93.37
SAMN09716178	PRJNA482870	93.7593
SAMN09716180	PRJNA482870	93.0433
SAMN09716181	PRJNA482870	93.5682
SAMN09716182	PRJNA482870	91.8195
SAMN09716183	PRJNA482870	89.7151
SAMN09716184	PRJNA482870	92.3488
SAMN09716185	PRJNA482870	92.89
SAMN09716258	PRJNA482870	79.6445
SAMN09716259	PRJNA482870	65.125
SAMN09716260	PRJNA482870	91.4486
SAMN09716261	PRJNA482870	84.5616
SAMN09716262	PRJNA482870	86.6156
SAMN09716263	PRJNA482870	94.2021
SAMN09716264	PRJNA482870	93.6738
SAMN09716265	PRJNA482870	92.8309
SAMN09716266	PRJNA482870	91.969
SAMN09716267	PRJNA482870	92.7415
SAMN09716268	PRJNA482870	94.5416
SAMN09716269	PRJNA482870	93.2412
SAMN09716270	PRJNA482870	93.5509
SAMN09716212	PRJNA482870	93.173
SAMN09716213	PRJNA482870	94.5807
SAMN09716214	PRJNA482870	93.5074
SAMN09716216	PRJNA482870	93.1943
SAMN09716217	PRJNA482870	92.7748
SAMN09716218	PRJNA482870	92.8863
SAMN09716219	PRJNA482870	93.4689
SAMN09716220	PRJNA482870	91.6744
SAMN09716221	PRJNA482870	93.4127
SAMN09716223	PRJNA482870	93.6948
SAMN09716227	PRJNA482870	88.9854
SAMN09716228	PRJNA482870	94.0417
SAMN09716283	PRJNA482870	93.7375
SAMN09716284	PRJNA482870	94.1293
SAMN09716224	PRJNA482870	92.4611
SAMN09716226	PRJNA482870	93.4454
SAMN09716285	PRJNA482870	94.0486
SAMN09716286	PRJNA482870	92.8734
SAMN09716288	PRJNA482870	94.8236
SAMN09716289	PRJNA482870	93.2582
SAMN09716292	PRJNA482870	91.4522
SAMN09716293	PRJNA482870	93.1978
SAMN09716294	PRJNA482870	92.8853
SAMN09716295	PRJNA482870	92.0552
SAMN09716296	PRJNA482870	90.8285
SAMN09716298	PRJNA482870	82.4162
SAMN09716244	PRJNA482870	86.3591
SAMN09716245	PRJNA482870	92.8703
SAMN09716246	PRJNA482870	85.7646
SAMN09716247	PRJNA482870	93.9393
SAMN09716248	PRJNA482870	86.6482
SAMN09716251	PRJNA482870	93.6594
SAMN09716252	PRJNA482870	95.0927
SAMN09716253	PRJNA482870	92.4199
SAMN09716255	PRJNA482870	92.3085
SAMN09716256	PRJNA482870	94.7016
SAMN09716257	PRJNA482870	94.1014
SAMN09716312	PRJNA482870	93.876
SAMN09716313	PRJNA482870	93.3018
SAMN09716314	PRJNA482870	92.9334
SAMN09716315	PRJNA482870	93.4407
SAMN09716316	PRJNA482870	92.9595
SAMN09716317	PRJNA482870	92.5977
SAMN09716319	PRJNA482870	91.7746
SAMN09716320	PRJNA482870	92.3509
SAMN09716321	PRJNA482870	92.827
SAMN09716322	PRJNA482870	93.1172
SAMN09716323	PRJNA482870	90.8066
SAMN09716326	PRJNA482870	93.5269
SAMN09716327	PRJNA482870	92.7194
SAMN09716328	PRJNA482870	93.1462
SAMN09716329	PRJNA482870	94.308
SAMN09716271	PRJNA482870	94.9609
SAMN09716272	PRJNA482870	89.6462
SAMN09716274	PRJNA482870	91.7963
SAMN09716278	PRJNA482870	92.6988
SAMN09716279	PRJNA482870	93.0633
SAMN09716281	PRJNA482870	93.4576
SAMN09716282	PRJNA482870	92.0123
SAMN09716420	PRJNA482870	91.9763
SAMN09716277	PRJNA482870	91.9108
SAMN09716421	PRJNA482870	87.4316
SAMN09716422	PRJNA482870	93.5999
SAMN09716423	PRJNA482870	91.9338
SAMN09716424	PRJNA482870	93.4501
SAMN09716425	PRJNA482870	92.1293
SAMN09716428	PRJNA482870	92.9664
SAMN09716429	PRJNA482870	93.5552
SAMN09716430	PRJNA482870	93.736
SAMN09716432	PRJNA482870	92.222
SAMN09716434	PRJNA482870	93.3641
SAMN09716435	PRJNA482870	93.5555
SAMN09716392	PRJNA482870	92.9866
SAMN09716393	PRJNA482870	93.1994
SAMN09716395	PRJNA482870	92.6322
SAMN09716396	PRJNA482870	93.6977
SAMN09716397	PRJNA482870	93.2238
SAMN09716398	PRJNA482870	92.9433
SAMN09716399	PRJNA482870	92.132
SAMN09716401	PRJNA482870	91.8685
SAMN09716402	PRJNA482870	92.5519
SAMN09716403	PRJNA482870	73.1204
SAMN09716404	PRJNA482870	92.6095
SAMN09716405	PRJNA482870	92.4667
SAMN09716406	PRJNA482870	94.6705
SAMN09716407	PRJNA482870	95.7101
SAMN09716408	PRJNA482870	94.6058
SAMN09716409	PRJNA482870	92.1337
SAMN09716410	PRJNA482870	93.2997
SAMN09716411	PRJNA482870	93.8988
SAMN09716414	PRJNA482870	92.7236
SAMN09716416	PRJNA482870	94.2845
SAMN09716418	PRJNA482870	93.0655
SAMN09716419	PRJNA482870	91.4397
SAMN09716363	PRJNA482870	92.795
SAMN09716364	PRJNA482870	93.5971
SAMN09716365	PRJNA482870	92.8418
SAMN09716366	PRJNA482870	93.3721
SAMN09716368	PRJNA482870	90.1766
SAMN09716369	PRJNA482870	90.6568
SAMN09716371	PRJNA482870	94.5579
SAMN09716372	PRJNA482870	94.4753
SAMN09716373	PRJNA482870	92.6807
SAMN09716375	PRJNA482870	92.4146
SAMN09716376	PRJNA482870	91.2856
SAMN09716344	PRJNA482870	95.7514
SAMN09716346	PRJNA482870	93.1594
SAMN09716347	PRJNA482870	94.0042
SAMN09716348	PRJNA482870	93.1849
SAMN09716349	PRJNA482870	92.4634
SAMN09716350	PRJNA482870	92.228
SAMN09716351	PRJNA482870	92.9173
SAMN09716352	PRJNA482870	94.1004
SAMN09716353	PRJNA482870	92.1309
SAMN09716354	PRJNA482870	57.9779
SAMN09716355	PRJNA482870	93.7894
SAMN09716356	PRJNA482870	92.7103
SAMN09716357	PRJNA482870	93.0681
SAMN09716358	PRJNA482870	93.5892
SAMN09716360	PRJNA482870	94.1971
SAMN09716299	PRJNA482870	92.3319
SAMN09716300	PRJNA482870	94.3033
SAMN09716301	PRJNA482870	91.5514
SAMN09716302	PRJNA482870	92.9538
SAMN09716303	PRJNA482870	93.2915
SAMN09716304	PRJNA482870	94.2295
SAMN09716305	PRJNA482870	92.8244
SAMN09716307	PRJNA482870	93.4774
SAMN09716310	PRJNA482870	93.3727
SAMN09716311	PRJNA482870	93.6935
SAMN09716377	PRJNA482870	92.7143
SAMN09716378	PRJNA482870	92.7625
SAMN09716379	PRJNA482870	93.4249
SAMN09716380	PRJNA482870	93.3642
SAMN09716381	PRJNA482870	93.6613
SAMN09716382	PRJNA482870	92.9738
SAMN09716383	PRJNA482870	92.9139
SAMN09716384	PRJNA482870	93.4964
SAMN09716385	PRJNA482870	91.5783
SAMN09716386	PRJNA482870	92.1057
SAMN09716387	PRJNA482870	92.7002
SAMN09716388	PRJNA482870	94.6658
SAMN09716390	PRJNA482870	93.2641
SAMN09716391	PRJNA482870	92.5036
SAMN09716330	PRJNA482870	93.4326
SAMN09716331	PRJNA482870	93.034
SAMN09716332	PRJNA482870	92.7232
SAMN09716333	PRJNA482870	93.2801
SAMN09716334	PRJNA482870	93.3264
SAMN09716335	PRJNA482870	93.5086
SAMN09716336	PRJNA482870	91.4593
SAMN09716337	PRJNA482870	91.6748
SAMN09716338	PRJNA482870	92.3393
SAMN09716339	PRJNA482870	92.699700000000007
SAMN09716340	PRJNA482870	93.2464
SAMN09716342	PRJNA482870	93.3717
SAMN05969984	PRJNA352344	88.685
SAMN05970251	PRJNA352344	89.2545
SAMN05970540	PRJNA352344	88.6847
SAMN05970071	PRJNA352344	89.4937
SAMN05970465	PRJNA352344	89.6858
SAMN05970539	PRJNA352344	89.0108
SAMN05970534	PRJNA352344	90.4619
SAMN05970464	PRJNA352344	89.7326
SAMN05970480	PRJNA352344	89.8024
SAMN28000082	PRJNA833532	86.7511
SAMN28000081	PRJNA833532	87.1018
SAMN28000080	PRJNA833532	87.0527
SAMN28000079	PRJNA833532	87.8399
SAMN28000078	PRJNA833532	87.5018
SAMN28000077	PRJNA833532	88.4109
SAMN28000076	PRJNA833532	88.6673
SAMN28000075	PRJNA833532	87.4764
SAMN28000084	PRJNA833532	87.8746
SAMN28000083	PRJNA833532	87.0779
SAMN28000074	PRJNA833532	87.4634
SAMN28000073	PRJNA833532	87.4162
SAMN28054343	PRJNA834849	92.6289
SAMN28054342	PRJNA834849	91.1795
SAMN28054341	PRJNA834849	92.1471
SAMN28054340	PRJNA834849	92.0064
SAMN28054339	PRJNA834849	91.5397
SAMN28054338	PRJNA834849	91.8064
SAMN27775861	PRJNA832118	92.2481
SAMN27775860	PRJNA832118	92.0833
SAMN27775859	PRJNA832118	92.3692
SAMN27775858	PRJNA832118	91.944
SAMN27775857	PRJNA832118	92.6856
SAMN27775856	PRJNA832118	91.3064
SAMN27775855	PRJNA832118	91.2223
SAMN27775875	PRJNA832118	94.5401
SAMN27775874	PRJNA832118	94.2068
SAMN27775873	PRJNA832118	93.5964
SAMN27775872	PRJNA832118	94.6247
SAMN27775854	PRJNA832118	90.8051
SAMN27775871	PRJNA832118	93.3811
SAMN27775870	PRJNA832118	94.6123
SAMN27775869	PRJNA832118	93.7057
SAMN27775868	PRJNA832118	94.3903
SAMN27775867	PRJNA832118	92.8559
SAMN27775866	PRJNA832118	94.5331
SAMN27775865	PRJNA832118	94.6602
SAMN27775864	PRJNA832118	94.8025
SAMN27775863	PRJNA832118	90.3711
SAMN27775862	PRJNA832118	91.7144
SAMN27775853	PRJNA832118	91.7196
SAMN27775852	PRJNA832118	92.2225
SAMN27616107	PRJNA827666	92.237
SAMN27616106	PRJNA827666	90.6101
SAMN27616105	PRJNA827666	92.9272
SAMN27616104	PRJNA827666	92.7599
SAMN27616103	PRJNA827666	91.7459
SAMN27616102	PRJNA827666	91.787
SAMN27611600	PRJNA827520	91.688
SAMN27611599	PRJNA827520	91.6559
SAMN27611598	PRJNA827520	91.3486
SAMN27611597	PRJNA827520	91.075
SAMN27611596	PRJNA827520	90.6397
SAMN27611595	PRJNA827520	91.2776
SAMD00244360	PRJDB9681	35.4525
SAMD00244359	PRJDB9681	36.5234
SAMD00244358	PRJDB9681	36.0398
SAMD00244357	PRJDB9681	36.1032
SAMD00244293	PRJDB9681	36.4513
SAMD00244356	PRJDB9681	35.6375
SAMD00244355	PRJDB9681	36.2108
SAMD00244354	PRJDB9681	35.2105
SAMD00244353	PRJDB9681	35.5416
SAMD00244352	PRJDB9681	36.2792
SAMD00244351	PRJDB9681	33.8697
SAMD00244350	PRJDB9681	36.2719
SAMD00244349	PRJDB9681	35.7829
SAMD00244348	PRJDB9681	36.5179
SAMD00244347	PRJDB9681	36.4805
SAMD00244346	PRJDB9681	36.5262
SAMD00244345	PRJDB9681	36.4879
SAMD00244344	PRJDB9681	37.159
SAMD00244343	PRJDB9681	36.1797
SAMD00244342	PRJDB9681	36.0912
SAMD00244341	PRJDB9681	35.5974
SAMD00244340	PRJDB9681	36.3237
SAMD00244339	PRJDB9681	34.9381
SAMD00244338	PRJDB9681	36.074
SAMD00244337	PRJDB9681	36.1433
SAMD00244336	PRJDB9681	36.1992
SAMD00244335	PRJDB9681	36.9348
SAMD00244334	PRJDB9681	36.5558
SAMD00244333	PRJDB9681	37.7947
SAMD00244332	PRJDB9681	37.0175
SAMD00244331	PRJDB9681	36.542
SAMD00244330	PRJDB9681	35.905
SAMD00244329	PRJDB9681	37.243
SAMD00244328	PRJDB9681	35.6906
SAMD00244327	PRJDB9681	36.1447
SAMD00244326	PRJDB9681	36.4854
SAMD00244325	PRJDB9681	36.8099
SAMD00244324	PRJDB9681	36.302
SAMD00244323	PRJDB9681	36.8048
SAMD00244322	PRJDB9681	36.7255
SAMD00244321	PRJDB9681	36.6583
SAMD00244320	PRJDB9681	37.2083
SAMD00244319	PRJDB9681	36.2351
SAMD00244318	PRJDB9681	37.1975
SAMD00244317	PRJDB9681	36.7373
SAMD00244316	PRJDB9681	35.1534
SAMD00244315	PRJDB9681	36.8666
SAMD00244314	PRJDB9681	35.7321
SAMD00244313	PRJDB9681	36.3189
SAMD00244312	PRJDB9681	37.1456
SAMD00244311	PRJDB9681	37.2671
SAMD00244310	PRJDB9681	36.984
SAMD00244309	PRJDB9681	37.5211
SAMD00244308	PRJDB9681	36.1227
SAMD00244307	PRJDB9681	36.2325
SAMD00244306	PRJDB9681	35.4118
SAMD00244305	PRJDB9681	35.6802
SAMD00244304	PRJDB9681	36.5142
SAMD00244303	PRJDB9681	37.376
SAMD00244302	PRJDB9681	36.2722
SAMD00244301	PRJDB9681	36.7334
SAMD00244300	PRJDB9681	35.8939
SAMD00244299	PRJDB9681	34.9899
SAMD00244298	PRJDB9681	36.5532
SAMD00244372	PRJDB9681	34.9988
SAMD00244371	PRJDB9681	35.4922
SAMD00244370	PRJDB9681	34.8092
SAMD00244369	PRJDB9681	35.3911
SAMD00244368	PRJDB9681	35.7001
SAMD00244367	PRJDB9681	36.5981
SAMD00244366	PRJDB9681	36.6723
SAMD00244365	PRJDB9681	37.3519
SAMD00244364	PRJDB9681	36.5016
SAMD00244363	PRJDB9681	35.7889
SAMD00244362	PRJDB9681	36.3812
SAMD00244361	PRJDB9681	35.7039
SAMD00244297	PRJDB9681	35.9244
SAMD00244296	PRJDB9681	36.0482
SAMD00244295	PRJDB9681	36.9987
SAMD00244294	PRJDB9681	37.209
SAMN27281658	PRJNA823397	91.1322
SAMN27281657	PRJNA823397	92.4998
SAMN27281656	PRJNA823397	92.7109
SAMN27281655	PRJNA823397	92.7896
SAMN27281654	PRJNA823397	91.1638
SAMN27281653	PRJNA823397	90.9178
SAMN27281652	PRJNA823397	91.5962
SAMN27281651	PRJNA823397	93.6269
SAMN27281660	PRJNA823397	91.7259
SAMN27281659	PRJNA823397	91.4931
SAMN27281650	PRJNA823397	93.5833
SAMN27281649	PRJNA823397	93.0689
SAMN26879706	PRJNA819554	81.7735
SAMN26879705	PRJNA819554	82.7191
SAMN26879704	PRJNA819554	85.6767
SAMN26879703	PRJNA819554	87.7558
SAMN26879702	PRJNA819554	85.3477
SAMN26879701	PRJNA819554	84.6235
SAMN26810707	PRJNA817859	89.1471
SAMN26810708	PRJNA817859	90.7791
SAMN26810706	PRJNA817859	90.505
SAMN26810705	PRJNA817859	90.4969
SAMN26810704	PRJNA817859	88.218
SAMN26810702	PRJNA817859	85.9266
SAMN26810700	PRJNA817859	87.9894
SAMN26421004	PRJNA812620	87.8235
SAMN26421003	PRJNA812620	88.5932
SAMN26421002	PRJNA812620	87.8596
SAMN26421001	PRJNA812620	86.8728
SAMN26420998	PRJNA812620	88.6673
SAMN26421006	PRJNA812620	87.3408
SAMN26344678	PRJNA811603	90.0266
SAMN26344677	PRJNA811603	90.1281
SAMN26344686	PRJNA811603	90.6383
SAMN26344684	PRJNA811603	87.7341
SAMN26344687	PRJNA811603	90.4056
SAMN26344685	PRJNA811603	90.22
SAMN26344683	PRJNA811603	91.4429
SAMN26344682	PRJNA811603	89.9138
SAMN26344679	PRJNA811603	89.6005
SAMN26344676	PRJNA811603	90.6876
SAMN26344681	PRJNA811603	90.4672
SAMN26344680	PRJNA811603	91.1394
SAMN26011378	PRJNA807844	44.9735
SAMN26011377	PRJNA807844	41.2295
SAMN26011376	PRJNA807844	38.9063
SAMN26011375	PRJNA807844	43.5019
SAMN25263489	PRJNA800609	89.281
SAMN25263488	PRJNA800609	89.2265
SAMN25263487	PRJNA800609	89.2105
SAMN25263486	PRJNA800609	89.2741
SAMN25263539	PRJNA800609	88.4643
SAMN25263538	PRJNA800609	88.4669
SAMN25263537	PRJNA800609	88.5403
SAMN25263536	PRJNA800609	88.1757
SAMN25263535	PRJNA800609	88.1706
SAMN25263534	PRJNA800609	88.2421
